ClassName,Name,Description,DefaultValue,Required
org.openapitools.codegen.languages.JavaCXFServerCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,scmUrl,SCM URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,developerName,developer name in generated pom.xml,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,developerEmail,developer email in generated pom.xml,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,developerOrganization,developer organization in generated pom.xml,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,licenseName,The name of the license,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,licenseUrl,The URL of the license,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,localVariablePrefix,prefix for generated code members and local variables,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
org.openapitools.codegen.languages.JavaCXFServerCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.JavaCXFServerCodegen,dateLibrary,Option. Date library to use,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,disableHtmlEscaping,Disable HTML escaping of JSON strings when using gson (needed to avoid problems with byte[] fields),,
org.openapitools.codegen.languages.JavaCXFServerCodegen,booleanGetterPrefix,Set booleanGetterPrefix (default value 'get'),,
org.openapitools.codegen.languages.JavaCXFServerCodegen,parentGroupId,"parent groupId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaCXFServerCodegen,parentArtifactId,"parent artifactId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaCXFServerCodegen,parentVersion,"parent version in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaCXFServerCodegen,implFolder,folder for generated implementation code,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,title,a title describing the application,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useBeanValidation,Use BeanValidation API annotations,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,serverPort,The port on which the server should be started,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,generateSpringApplication,Generate Spring application,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useSpringAnnotationConfig,Use Spring Annotation Config,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useSwaggerFeature,Use Swagger Feature,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useSwaggerUI,Use Swagger UI,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useWadlFeature,Use WADL Feature,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useMultipartFeature,Use Multipart Feature,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useGzipFeature,Use Gzip Feature,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useGzipFeatureForTests,Use Gzip Feature for tests,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useBeanValidationFeature,Use BeanValidation Feature,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useLoggingFeature,Use Logging Feature,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useLoggingFeatureForTests,Use Logging Feature for tests,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,generateSpringBootApplication,Generate Spring Boot application,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,generateJbossDeploymentDescriptor,Generate Jboss Deployment Descriptor,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,addConsumesProducesJson,Add @Consumes/@Produces Json to API interface,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useAnnotatedBasePath,Use @Path annotations for basePath,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,generateNonSpringApplication,Generate non-Spring application,,
org.openapitools.codegen.languages.JavaCXFServerCodegen,useGenericResponse,Use generic response,,
org.openapitools.codegen.languages.JavaClientCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.JavaClientCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.JavaClientCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.JavaClientCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.JavaClientCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.JavaClientCodegen,apiPackage,package for generated api classes,,
org.openapitools.codegen.languages.JavaClientCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.JavaClientCodegen,groupId,groupId in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,artifactId,artifactId in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,artifactVersion,artifact version in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,artifactUrl,artifact URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,artifactDescription,artifact description in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,scmConnection,SCM connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,scmUrl,SCM URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,developerName,developer name in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,developerEmail,developer email in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,developerOrganization,developer organization in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaClientCodegen,licenseName,The name of the license,,
org.openapitools.codegen.languages.JavaClientCodegen,licenseUrl,The URL of the license,,
org.openapitools.codegen.languages.JavaClientCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.JavaClientCodegen,localVariablePrefix,prefix for generated code members and local variables,,
org.openapitools.codegen.languages.JavaClientCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
org.openapitools.codegen.languages.JavaClientCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
org.openapitools.codegen.languages.JavaClientCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
org.openapitools.codegen.languages.JavaClientCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
org.openapitools.codegen.languages.JavaClientCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.JavaClientCodegen,dateLibrary,Option. Date library to use,,
org.openapitools.codegen.languages.JavaClientCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
org.openapitools.codegen.languages.JavaClientCodegen,disableHtmlEscaping,Disable HTML escaping of JSON strings when using gson (needed to avoid problems with byte[] fields),,
org.openapitools.codegen.languages.JavaClientCodegen,booleanGetterPrefix,Set booleanGetterPrefix (default value 'get'),,
org.openapitools.codegen.languages.JavaClientCodegen,parentGroupId,"parent groupId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaClientCodegen,parentArtifactId,"parent artifactId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaClientCodegen,parentVersion,"parent version in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaClientCodegen,useRxJava,Whether to use the RxJava adapter with the retrofit2 library.,,
org.openapitools.codegen.languages.JavaClientCodegen,useRxJava2,Whether to use the RxJava2 adapter with the retrofit2 library.,,
org.openapitools.codegen.languages.JavaClientCodegen,parcelableModel,Whether to generate models for Android that implement Parcelable with the okhttp-gson library.,,
org.openapitools.codegen.languages.JavaClientCodegen,usePlayWS,Use Play! Async HTTP client (Play WS API),,
org.openapitools.codegen.languages.JavaClientCodegen,playVersion,"Version of Play! Framework (possible values ""play24"", ""play25"" (default), ""play26"")",,
org.openapitools.codegen.languages.JavaClientCodegen,supportJava6,Whether to support Java6 with the Jersey1 library.,,
org.openapitools.codegen.languages.JavaClientCodegen,useBeanValidation,Use BeanValidation API annotations,,
org.openapitools.codegen.languages.JavaClientCodegen,performBeanValidation,Perform BeanValidation,,
org.openapitools.codegen.languages.JavaClientCodegen,useGzipFeature,Send gzip-encoded requests,,
org.openapitools.codegen.languages.JavaClientCodegen,useRuntimeException,Use RuntimeException instead of Exception,,
org.openapitools.codegen.languages.JavaClientCodegen,feignVersion,"Version of OpenFeign: '10.x', '9.x' (default)",,
org.openapitools.codegen.languages.JavaClientCodegen,library,library template (sub-template) to use,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,apiPackage,package for generated api classes,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,groupId,groupId in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,artifactId,artifactId in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,artifactVersion,artifact version in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,artifactUrl,artifact URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,artifactDescription,artifact description in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,scmConnection,SCM connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,scmUrl,SCM URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,developerName,developer name in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,developerEmail,developer email in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,developerOrganization,developer organization in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,licenseName,The name of the license,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,licenseUrl,The URL of the license,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,localVariablePrefix,prefix for generated code members and local variables,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,dateLibrary,Option. Date library to use,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,disableHtmlEscaping,Disable HTML escaping of JSON strings when using gson (needed to avoid problems with byte[] fields),,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,booleanGetterPrefix,Set booleanGetterPrefix (default value 'get'),,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,parentGroupId,"parent groupId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,parentArtifactId,"parent artifactId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaInflectorServerCodegen,parentVersion,"parent version in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,apiPackage,package for generated api classes,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,groupId,groupId in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,artifactId,artifactId in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,artifactVersion,artifact version in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,artifactUrl,artifact URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,artifactDescription,artifact description in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,scmConnection,SCM connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,scmUrl,SCM URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,developerName,developer name in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,developerEmail,developer email in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,developerOrganization,developer organization in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,licenseName,The name of the license,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,licenseUrl,The URL of the license,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,localVariablePrefix,prefix for generated code members and local variables,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,dateLibrary,Option. Date library to use,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,disableHtmlEscaping,Disable HTML escaping of JSON strings when using gson (needed to avoid problems with byte[] fields),,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,booleanGetterPrefix,Set booleanGetterPrefix (default value 'get'),,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,parentGroupId,"parent groupId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,parentArtifactId,"parent artifactId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,parentVersion,"parent version in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,implFolder,folder for generated implementation code,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,title,a title describing the application,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,useBeanValidation,Use BeanValidation API annotations,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,serverPort,The port on which the server should be started,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,library,library template (sub-template) to use,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,generatePom,Whether to generate pom.xml if the file does not already exist.,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,interfaceOnly,Whether to generate only API interface stubs without the server files.,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,returnResponse,Whether generate API interface should return javax.ws.rs.core.Response instead of a deserialized entity. Only useful if interfaceOnly is true.,,
org.openapitools.codegen.languages.JavaJAXRSCXFCDIServerCodegen,useSwaggerAnnotations,Whether to generate Swagger annotations.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,apiPackage,package for generated api classes,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,groupId,groupId in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,artifactId,artifactId in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,artifactVersion,artifact version in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,artifactUrl,artifact URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,artifactDescription,artifact description in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,scmConnection,SCM connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,scmUrl,SCM URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,developerName,developer name in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,developerEmail,developer email in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,developerOrganization,developer organization in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,licenseName,The name of the license,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,licenseUrl,The URL of the license,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,localVariablePrefix,prefix for generated code members and local variables,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,dateLibrary,Option. Date library to use,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,disableHtmlEscaping,Disable HTML escaping of JSON strings when using gson (needed to avoid problems with byte[] fields),,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,booleanGetterPrefix,Set booleanGetterPrefix (default value 'get'),,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,parentGroupId,"parent groupId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,parentArtifactId,"parent artifactId in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,parentVersion,"parent version in generated pom N.B. parentGroupId, parentArtifactId and parentVersion must all be specified for any of them to take effect",,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,implFolder,folder for generated implementation code,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,title,a title describing the application,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,useBeanValidation,Use BeanValidation API annotations,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,serverPort,The port on which the server should be started,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,library,library template (sub-template) to use,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,generatePom,Whether to generate pom.xml if the file does not already exist.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,interfaceOnly,Whether to generate only API interface stubs without the server files.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,returnResponse,Whether generate API interface should return javax.ws.rs.core.Response instead of a deserialized entity. Only useful if interfaceOnly is true.,,
org.openapitools.codegen.languages.JavaJAXRSSpecServerCodegen,useSwaggerAnnotations,Whether to generate Swagger annotations.,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,sortParamsByRequiredFlag,Sort method arguments to place required parameters before optional parameters.,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,ensureUniqueParams,Whether to ensure parameter names are unique in an operation (rename parameters that are not).,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,allowUnicodeIdentifiers,"boolean, toggles whether unicode identifiers are allowed in names or not, default is false",,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,prependFormOrBodyParameters,Add form or body parameters to the beginning of the parameter list.,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,modelPackage,package for generated models,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,apiPackage,package for generated api classes,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,invokerPackage,root package for generated code,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,groupId,groupId in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,artifactId,artifactId in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,artifactVersion,artifact version in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,artifactUrl,artifact URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,artifactDescription,artifact description in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,scmConnection,SCM connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,scmDeveloperConnection,SCM developer connection in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,scmUrl,SCM URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,developerName,developer name in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,developerEmail,developer email in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,developerOrganization,developer organization in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,developerOrganizationUrl,developer organization URL in generated pom.xml,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,licenseName,The name of the license,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,licenseUrl,The URL of the license,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,sourceFolder,source folder for generated code,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,localVariablePrefix,prefix for generated code members and local variables,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,serializableModel,"boolean - toggle ""implements Serializable"" for generated models",,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,bigDecimalAsString,Treat BigDecimal values as Strings to avoid precision loss.,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,fullJavaUtil,whether to use fully qualified name for classes under java.util. This option only works for Java API client,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,hideGenerationTimestamp,hides the timestamp when files were generated,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,withXml,whether to include support for application/xml content type and include XML annotations in the model (works with libraries that provide support for JSON and XML),,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,dateLibrary,Option. Date library to use,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,java8,Option. Use Java8 classes instead of third party equivalents,,
org.openapitools.codegen.languages.JavaJerseyServerCodegen,disableHtmlEscaping,Disable HTML escaping of JSON strings when using gson (needed to avoid problems with byte[] fields),,
